year_orig;filename;total_trees;acreage;marked_acres;volume;avg_bft;price_bft;total_cost;net;forest;total_sale_price;date_of_sale;fy;month;day;year;time;sale_number;sold_to;bid2;bid2_amount;bid3;bid3_amount;bid4;bid4_amount;bid5;bid5_amount;bid6;bid6_amount;bid7;bid7_amount;bid8;bid8_amount;bid9;bid9_amount;lat;lng
2012;data/2012/2012_Part45.csv;1,080;121;118;271,100;251;$218.99;$3,140.73;$103,910.00;MORGAN-MONROE STATE FOREST;$59,368.00;2012-04-26;2012;4;26;2012;2012-04-26;6421214;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$50,227.00;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$47,777.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$47,520.00;;;;;;;;;;;39.3258;-86.4199
2012;data/2012/2012_Part46.csv;444;44;44;93,412;210;$253.90;$1,734.49;$21,982.51;YELLOWWOOD STATE FOREST;$23,717.00;2012-04-26;2012;4;26;2012;2012-04-26;6421213;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$19,040.00;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$18,000.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$16,000.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$18,378.00;;;;;;;;;39.1843;-86.3381
2012;data/2012/2012_Part30.csv;1,147;107;97;173,051;151;$137.53;$4,144.19;$19,655.82;OWEN-PUTNAM STATE FOREST;$23,800.00;2012-05-16;2012;5;16;2012;2012-05-16;6381203;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$18,000.00;;;;;;;;;;;;;;;39.4753;-86.8698
2012;data/2012/2012_Part31.csv;970;101;91;179,976;186;$242.92;$2,761.82;$40,958.19;OWEN-PUTNAM STATE FOREST;$43,720.00;2012-05-16;2012;5;16;2012;2012-05-16;6381204;Timberland Resources, Inc.|P. 0. Box 406 Montezuma, IN|47862;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$36,400.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$34,567.00;;;;;;;;;;;;;39.4753;-86.8698
2012;data/2012/2012_Part10.csv;429;100;30;106,510;248;$315.11;$2,763.58;$30,798.42;HARRISON-CRAWFORD STATE FOREST;$33,562.00;2012-05-17;2012;5;17;2012;2012-05-17;6341202;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;Williams Brothers Logging LLC|9266 Big Bend Rd.|Battletown, KY|40104;$25,000.00;David Morgan Logging|3999 N. SR 37|English, IN|47118;$21,308.00;;;;;;;;;;;;;38.2107;-86.292
2012;data/2012/2012_Part12.csv;1,488;126;104;227,346;153;$175.94;$6,139.75;$33,860.25;HARRISON-CRAWFORD STATE FOREST;$40,000.00;2012-05-17;2012;5;17;2012;2012-05-17;6341204;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;David Morgan Logging|3999 N. SR 37|English, IN|47118;$31,800.00;;;;;;;;;;;;;;;38.2107;-86.292
2012;data/2012/2012_Part6.csv;1,327;142;113;298,266;225;$302.08;$2,713.71;$87,387.29;FERDINAND-PIKE STATE FOREST;$90,101.00;2012-05-17;2012;5;17;2012;2012-05-17;6311202;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;Werner Specialty Hardwoods, Inc.|584 N. Kluemper Rd.|Jasper, IN|47546-9598;$82,175.00;;;;;;;;;;;;;;;38.2544;-86.8105
2012;data/2012/2012_Part24.csv;2,790;166;134;569,560;204;$173.99;$9,527.31;$89,572.69;JACKSON-WASHINGTON STATE FOREST;$99,100.00;2012-05-22;2012;5;22;2012;2012-05-22;6351207;Billy Trueblood Logging|4522 E. Quaker Rd.|Salem, IN|47167;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$71,300.00;;;;;;;;;;;;;;;38.845;-86.0509
2012;data/2012/2012_Part47.csv;1,243;126;126;278,504;224;$205.56;$9,949.57;$47,299.43;YELLOWWOOD STATE FOREST;$57,249.00;2012-06-07;2012;6;7;2012;2012-06-07;6421223;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$51,556.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$51,200.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$35,017.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$38,880.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$32,862.00;;;;;;;39.1843;-86.3381
2012;data/2012/2012_Part48.csv;780;81;72;199,770;256;$222.48;$1,452.14;$42,991.86;YELLOWWOOD STATE FOREST;$44,444.00;2012-06-07;2012;6;7;2012;2012-06-07;6421215;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$35,017.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$38,880.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$32,862.00;;;;;;;;;;;39.1843;-86.3381
2012;data/2012/2012_Part27.csv;769;302;100;209,768;273;$405.92;$1,127.65;$84,022.35;MARTIN STATE FOREST;$85,150.00;2012-06-19;2012;6;19;2012;2012-06-19;6361203;Dale E. White|340 Noel Court|Bedford, IN|47421;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$58,870.00;Southern Indiana Hardwoods, Inc.|2739 S. St. Anthony Rd. W.|Huntingburg, IN|47542;$49,100.00;A Plus LLC;$32,022.00;;;;;;;;;;;38.7079;-86.7251
2012;data/2012/2012_Part11.csv;315;21;21;56,206;178;$167.24;$1,067.90;$8,332.10;HARRISON-CRAWFORD STATE FOREST;$9,400.00;2012-06-21;2012;6;21;2012;2012-06-21;6341203;David Morgan Logging|3999 N. SR 37|English, IN|47118;;;;;;;;;;;;;;;;;38.2107;-86.292
2012;data/2012/2012_Part13.csv;2,309;284;151;543,020;235;$239.40;$33,496.83;$96,503.17;HARRISON-CRAWFORD STATE FOREST;$130,000.00;2012-06-21;2012;6;21;2012;2012-06-21;6341205;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$108,193.00;;;;;;;;;;;;;;;38.2107;-86.292
2012;data/2012/2012_Part14.csv;1,474;103;77;328,330;223;$230.28;$2,913.12;$72,695.88;HARRISON-CRAWFORD STATE FOREST;$75,609.00;2012-06-21;2012;6;21;2012;2012-06-21;6341206;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;Williams Brothers Logging LLC|9266 Big Bend Rd.|Battletown, KY|40104;$65,000.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$62,500.00;;;;;;;;;;;;;38.2107;-86.292
2012;data/2012/2012_Part15.csv;962;87;74;229,740;239;$340.43;$2,716.68;$75,494.82;HARRISON-CRAWFORD STATE FOREST;$78,211.50;2012-06-21;2012;6;21;2012;2012-06-21;6341207;Norstam Veneers|PO Box 32|Mauckport, IN|47142;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$66,013.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$57,650.00;Eric Wheeler|10213 N. St. Rd 135|Vallonia, IN|47281;$57,100.00;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;$41,000.00;;;;;;;;;38.2107;-86.292
2012;data/2012/2012_Part16.csv;1,562;153;109;278,972;179;$150.55;$2,064.02;$39,935.98;HARRISON-CRAWFORD STATE FOREST;$42,000.00;2012-06-21;2012;6;21;2012;2012-06-21;6341209;David Morgan Logging|3999 N. SR 37|English, IN|47118;;;;;;;;;;;;;;;;;38.2107;-86.292
2012;data/2012/2012_Part17.csv;1,227;100;90;241,900;197;$169.49;$27,270.34;$13,729.67;HARRISON-CRAWFORD STATE FOREST;$41,000.00;2012-06-21;2012;6;21;2012;2012-06-21;6341210;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Sanders Wood Products LLC|3762 N Gethsemane Rd. Nw.|Corydon, Indiana|47112;$34,662.00;;;;;;;;;;;;;;;38.2107;-86.292
2012;data/2012/2012_Part32.csv;417;51;46;136,248;327;$266.06;$1,342.30;$34,907.71;SELMIER STATE FOREST;$36,250.00;2012-06-21;2012;6;21;2012;2012-06-21;6131201;Greg Abplanalp|1395 N County Rd 615 E|Butlerville, IN|47223;Commiskey Hardwoods, Inc.|1960 W CR 850 S.|Commiskey, IN|47227;$35,387.00;Laughery Sawmill|10678 West Laughery Creek Road|Dillsboro, IN|47018;$16,600.00;International Wood|5162 IN-56|Salem, IN|47167;$21,368.51;Napoleon Hardwood, Inc.|P.O. Box 40 Hwy. 229|Napoleon, IN|47034;$33,500.01;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;$24,000.00;Jennings County Pallets, Inc.|PO Box 307, 5195 E US Hwy 50|North Vernon, IN|47265-0307;$18,600.00;;;;;39.0366;-85.5992
2012;data/2012/2012_Part49.csv;657;95;80;202,609;308;$243.47;$1,755.78;$47,573.22;MORGAN-MONROE STATE FOREST;$49,329.00;2012-06-28;2012;6;28;2012;2012-06-28;6421221;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$45,191.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$35,800.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$32,500.00;;;;;;;;;;;39.3258;-86.4199
2012;data/2012/2012_Part50.csv;740;51;;158,187;214;$200.91;$6,197.66;$25,583.34;MORGAN-MONROE STATE FOREST;$31,781.00;2012-06-28;2012;6;28;2012;2012-06-28;6421202;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$23,800.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$29,540.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$23,320.00;;;;;;;;;;;39.3258;-86.4199
2012;data/2012/2012_Part51.csv;643;73;65;135,158;210;$172.98;$1,143.33;$22,235.67;YELLOWWOOD STATE FOREST;$23,379.00;2012-06-28;2012;6;28;2012;2012-06-28;6421228;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$18,200.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$17,800.00;;;;;;;;;;;;;39.1843;-86.3381
2012;data/2012/2012_Part52.csv;494;92;85;108,714;220;$228.42;$4,198.08;$20,633.92;MORGAN-MONROE STATE FOREST;$24,832.00;2012-06-28;2012;6;28;2012;2012-06-28;6421224;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;;;;;;;;;;;;;;;;39.3258;-86.4199
2012;data/2012/2012_Part53.csv;455;43;38;111,273;245;$178.97;$1,027.37;$18,887.63;YELLOWWOOD STATE FOREST;$19,915.00;2012-06-28;2012;6;28;2012;2012-06-28;6421216;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;;$19,212.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$18,200.00;;;;;;;;;;;;;39.1843;-86.3381
2013;data/2013/2013_Part19.csv;139;278;120;24,185;174;$82.70;$335.24;$1,664.76;JACKSON-WASHINGTON STATE FOREST;$2,000.00;2012-07-23;2013;7;23;2012;2012-07-23;6351304;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;;;;;;;;;;;;;;;;;38.845;-86.0509
2012;data/2012/2012_part1.csv;;308;237;318,374;;$204.28;$6,892.45;$58,143.51;CLARK STATE FOREST;$65,035.96;2012-07-31;2013;7;31;2012;2012-07-31;6301220;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;Sanders Wood Products LLC|3762 N Gethsemane Rd. Nw.|Corydon, Indiana|47112;.10/ft or 160K for all;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;81550 or 288450 for all;Billy Trueblood Logging|4522 E. Quaker Rd.|Salem, IN|47167;$41,000.00;John Collier Logging, Inc.|9874 E US Highway 40|Fillmore,IN|46128;$300/hr;Kelly Bixler & Son Logging|4799 S. Underwood Rd.| Scottsburg, IN|47170;60/40 split;Max Lambring|599 N 400 E.|Seymour, IN|47274;.10/ft;Reynolds Logging|8274 W.Co. Rd. 425 S.|Medora, IN|47260;.6/ft;;;38.5545;-85.7668
2012;data/2012/2012_Part3.csv;;;821;137,622;;$87.53;$45,489.63;($33,444.17);CLARK STATE FOREST;$12,045.46;2012-07-31;2013;7;31;2012;2012-07-31;6301221;Reynolds Logging|8274 W.Co. Rd. 425 S.|Medora, IN|47260;Sanders Wood Products LLC|3762 N Gethsemane Rd. Nw.|Corydon, Indiana|47112;.05/bd.ft. and $1/ton chips;Worley Lumber Co.|5803 E Hurst Rd.|Pekin, IN|47165-7107;1/2-2/3 split;John Collier Logging, Inc.|9874 E US Highway 40|Fillmore,IN|46128;$300/hr;Kelly Bixler & Son Logging|4799 S. Underwood Rd.| Scottsburg, IN|47170;60/40 split;Don Darlage|6558 East State Road 250|Brownstown, IN|47220;$25,000 for block 2;Benham Bros. Cattle, 1925 S. Overhead Bridge Road, Taswell, IN 47175;25% and $4/ton;;;;;38.5545;-85.7668
2013;data/2013/2013_Part23.csv;872;130;95;172,110;197;$234.02;$2,159.71;$38,118.29;MARTIN STATE FOREST;$40,278.00;2012-08-14;2013;10;5;2012;2012-10-05;6361301;Werner Specialty Hardwoods|584 N. Kluemper Rd.|Jasper, IN|47546;Commiskey Hardwoods, Inc.|1960 W CR 850 S.|Commiskey, IN|47227;$61,259.00;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;$60,660.00;Max Lambring|599 N 400 E.|Seymour, IN|47274;$38,000.00;;;;;;;;;;;38.7079;-86.7251
2013;data/2013/2013_Part24.csv;1,759;202;167;383,652;218;$271.08;$2,935.27;$101,064.93;MARTIN STATE FOREST;$104,000.20;2012-08-14;2013;8;14;2012;2012-08-14;6361302;Dale E. White|340 Noel Court|Bedford, IN|47421;Knepp's Logging, LLC|2946 N 900 E.|Loogootee, IN|47553;$103,621.00;Ohio River Veneer|LLC PO Box 169|Clear Creek, IN|47426;$81,399.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$78,000.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$73,091.00;;;;;;;;;38.7079;-86.7251
2013;data/2013/2013_Part16.csv;74;725;100;11,171;151;$111.90;$2,916.12;($1,666.12);JACKSON-WASHINGTON STATE FOREST;$1,250.00;2012-08-16;2013;8;16;2012;2012-08-16;6351301;Billy Trueblood Logging|4522 E. Quaker Rd.|Salem, IN|47167;;;;;;;;;;;;;;;;;38.845;-86.0509
2013;data/2013/2013_Part20.csv;9;143;10;1,935;215;$206.72;$125.34;$274.66;JACKSON-WASHINGTON STATE FOREST;$400.00;2012-08-16;2013;8;16;2012;2012-08-16;6351305;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;;;;;;;;;;;;;;;;;38.845;-86.0509
2013;data/2013/2013_Part17.csv;1,898;151;151;423,658;223;$171.84;$4,574.45;$68,225.55;JACKSON-WASHINGTON STATE FOREST;$72,800.00;2012-08-28;2013;8;28;2012;2012-08-28;6351302;Commiskey Hardwoods, Inc.|1960 W CR 850 S.|Commiskey, IN|47227;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;$70,000.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$47,000.00;;;;;;;;;;;;;38.845;-86.0509
2013;data/2013/2013_Part18.csv;1,881;136;136;400,475;213;$154.44;$3,859.00;$57,990.00;JACKSON-WASHINGTON STATE FOREST;$61,849.00;2012-08-28;2013;8;28;2012;2012-08-28;6351303;Commiskey Hardwoods, Inc.|1960 W CR 850 S.|Commiskey, IN|47227;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;$50,000.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$23,000.00;;;;;;;;;;;;;38.845;-86.0509
2013;data/2013/2013_Part1.csv;2,626;268;268;491,096;187;$181.45;$3,026.85;$86,084.15;CLARK STATE FOREST;$89,111.00;2012-09-06;2013;9;6;2012;2012-09-06;6301301;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$80,000.00;Don Darlage|6558 East State Road 250|Brownstown, IN|47220;$85,889.00;;;;;;;;;;;;;38.5545;-85.7668
2013;data/2013/2013_Part2.csv;2,114;187;187;351,354;166;$144.00;$3,527.68;$47,066.32;CLARK STATE FOREST;$50,594.00;2012-09-06;2013;9;6;2012;2012-09-06;6301302;Don Darlage|6558 East State Road 250|Brownstown, IN|47220;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$46,003.00;;;;;;;;;;;;;;;38.5545;-85.7668
2013;data/2013/2013_Part3.csv;3,386;412;215;428,662;127;$124.11;$8,056.66;$45,143.34;CLARK STATE FOREST;$53,200.00;2012-09-06;2013;9;6;2012;2012-09-06;6301304;Don Darlage|6558 East State Road 250|Brownstown, IN|47220;Kelly Bixler and Son Logging;$47,500.00;;;;;;;;;;;;;;;38.5545;-85.7668
2013;data/2013/2013_Part31.csv;1,385;135;135;340,530;246;$240.81;$3,920.59;$78,081.41;YELLOWWOOD STATE FOREST;$82,002.00;2012-09-27;2013;9;27;2012;2012-09-27;6421301;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$78,400.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$62,985.00;;;;;;;;;;;;;39.1843;-86.3381
2013;data/2013/2013_Part32.csv;978;213;194;205,991;211;$312.26;$2,151.24;$62,170.76;YELLOWWOOD STATE FOREST;$64,322.00;2012-09-27;2013;9;27;2012;2012-09-27;6421302;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$63,333.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$58,800.00;Tri-State Timber|P.O. Box 6983|Bloomington, IN|47407;$51,235.00;;;;;;;;;;;39.1843;-86.3381
2013;data/2013/2013_Part33.csv;425;38;35;73,783;174;$195.77;$2,846.90;$11,597.54;MORGAN-MONROE STATE FOREST;$14,444.44;2012-09-27;2013;9;27;2012;2012-09-27;6421303;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;$5,600.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$8,400.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$11,989.00;;;;;;;;;;;39.3258;-86.4199
2013;data/2013/2013_Part9.csv;1,524;254;100;234,604;154;$72.46;$6,283.52;$10,716.48;GREENE-SULLIVAN STATE FOREST;$17,000.00;2012-10-11;2013;10;11;2012;2012-10-11;6331301;Brad Bell|259 W beech St.|Sullivan, IN|47882;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$12,300.00;;;;;;;;;;;;;;;38.9856;-87.2436
2013;data/2013/2013_Part4.csv;1,493;272;144;245,823;165;$128.46;$2,024.66;$29,553.34;CLARK STATE FOREST;$31,578.00;2012-10-25;2013;10;25;2012;2012-10-25;6301303;Max Lambring|599 N 400 E.|Seymour, IN|47274;Kelly Bixler and Son Logging;$22,500.00;Dallas Coffman Logging|2045 Dixie Rd. SW|Corydon, IN|47112;$25,197.00;;;;;;;;;;;;;38.5545;-85.7668
2013;data/2013/2013_Part5.csv;1,908;166;156;318,980;167;$100.32;$4,367.21;$27,632.79;CLARK STATE FOREST;$32,000.00;2012-10-25;2013;10;25;2012;2012-10-25;6301305;Kelly Bixler & Son Logging|4799 S. Underwood Rd.| Scottsburg, IN|47170;;;;;;;;;;;;;;;;;38.5545;-85.7668
2013;data/2013/2013_Part34.csv;2,581;190;177;528,237;205;$140.09;$8,804.18;$65,195.82;MORGAN-MONROE STATE FOREST;$74,000.00;2013-03-28;2013;3;28;2013;2013-03-28;6421304;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$57,777.77;;;;;;;;;;;;;;;39.3258;-86.4199
2013;data/2013/2013_Part6.csv;1,698;130;100;262,060;154;$142.26;$3,874.94;$33,405.61;FERDINAND-PIKE STATE FOREST;$37,280.54;2013-05-21;2013;5;21;2013;2013-05-21;6311301;Werner Specialty Hardwoods|584 N. Kluemper Rd.|Jasper, IN|47546;;;;;;;;;;;;;;;;;38.2544;-86.8105
2013;data/2013/2013_Part7.csv;1,097;87;53;252,107;230;$247.15;$2,619.05;$59,687.96;FERDINAND-PIKE STATE FOREST;$62,307.00;2013-05-21;2013;5;21;2013;2013-05-21;6311302;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;Werner Specialty Hardwoods, Inc.|584 N. Kluemper Rd.|Jasper, IN|47546-9598;$51,225.00;;;;;;;;;;;;;;;38.2544;-86.8105
2013;data/2013/2013_Part27.csv;1,450;152;127;311,931;215;$260.27;$5,114.56;$76,072.45;OWEN-PUTNAM STATE FOREST;$81,187.00;2013-05-22;2013;5;22;2013;2013-05-22;6381301;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;Blackbird Resources, Inc.|3965 Ian Dr.|Terre Haute, IN|47803;$78,787.00;;;;;;;;;;;;;;;39.4753;-86.8698
2013;data/2013/2013_Part28.csv;879;85;70;192,646;219;$220.22;$4,008.29;$38,415.71;OWEN-PUTNAM STATE FOREST;$42,424.00;2013-05-22;2013;5;22;2013;2013-05-22;6381302;Blackbird Resources, Inc.|3965 Ian Dr.|Terre Haute, IN|47803;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;$40,341.00;;;;;;;;;;;;;;;39.4753;-86.8698
2013;data/2013/2013_Part29.csv;699;70;60;124,438;178;$143.04;$2,241.14;$15,558.87;OWEN-PUTNAM STATE FOREST;$17,800.00;2013-05-22;2013;5;22;2013;2013-05-22;6381303;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;$14,984.00;;;;;;;;;;;;;;;39.4753;-86.8698
2013;data/2013/2013_Part30.csv;534;137;70;103,943;195;$147.20;$3,162.53;$12,137.48;OWEN-PUTNAM STATE FOREST;$15,300.00;2013-05-22;2013;5;22;2013;2013-05-22;6381304;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;$15,001.00;;;;;;;;;;;;;;;39.4753;-86.8698
2013;data/2013/2013_Part21.csv;3,585;147;147;686,727;192;$140.52;$9,732.23;$86,767.77;JACKSON-WASHINGTON STATE FOREST;$96,500.00;2013-05-23;2013;5;23;2013;2013-05-23;6351306;Billy Trueblood Logging|4522 E. Quaker Rd.|Salem, IN|47167;Commiskey Hardwoods, Inc.|1960 W CR 850 S.|Commiskey, IN|47227;$75,600.00;;;;;;;;;;;;;;;38.845;-86.0509
2013;data/2013/2013_Part35.csv;1,097;78;60;188,538;172;$163.83;$3,785.60;$27,103.40;YELLOWWOOD STATE FOREST;$30,889.00;2013-05-30;2013;5;30;2013;2013-05-30;6421309;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$21,000.00;;;;;;;;;;;;;;;39.1843;-86.3381
2013;data/2013/2013_Part36.csv;1,907;171;156;362,358;190;$256.62;$10,222.88;$82,764.12;YELLOWWOOD STATE FOREST;$92,987.00;2013-05-30;2013;5;30;2013;2013-05-30;6421306;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$78,000.00;;;;;;;;;;;;;;;39.1843;-86.3381
2013;data/2013/2013_Part25.csv;1,117;73;73;232,233;208;$250.87;$1,263.58;$56,996.42;MARTIN STATE FOREST;$58,260.00;2013-06-18;2013;6;18;2013;2013-06-18;6361303;Dale E. White|340 Noel Court|Bedford, IN|47421;Dexter Eastridge|2097 Belcher Road|Taswell, IN|47175;$33,250.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$42,101.00;;;;;;;;;;;;;38.7079;-86.7251
2013;data/2013/2013_Part26.csv;281;40;40;61,680;220;$302.40;$1,474.45;$17,177.55;MARTIN STATE FOREST;$18,652.00;2013-06-18;2013;6;18;2013;2013-06-18;6361304;Dale E. White|340 Noel Court|Bedford, IN|47421;;;;;;;;;;;;;;;;;38.7079;-86.7251
2013;data/2013/2013_Part11.csv;2,137;178;120;445,672;209;$258.60;$25,571.39;$89,680.61;HARRISON-CRAWFORD STATE FOREST;$115,252.00;2013-06-25;2013;6;25;2013;2013-06-25;6341301;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Eric Wheeler|10213 N. St. Rd 135|Vallonia, IN|47281;$96,000.00;David Morgan Logging|3999 N. SR 37|English, IN|47118;$89,000.00;Coffman Logging|2190 Lickford Bridge Rd. SW.|Corydon, IN|47112;$82,200.00;Sanders Wood Products|3786 N. Gethsemane|Corydon, IN|47112;$71,600.00;;;;;;;;;38.2107;-86.292
2013;data/2013/2013_Part12.csv;675;82;61;136,371;202;$229.15;$21,113.61;$10,136.39;HARRISON-CRAWFORD STATE FOREST;$31,250.00;2013-06-25;2013;6;25;2013;2013-06-25;6341302;Dallas Coffman Logging|2045 Dixie Rd. SW|Corydon, IN|47112;Sanders Wood Products LLC|3762 N Gethsemane Rd. Nw.|Corydon, Indiana|47112;$27,600.00;Eric Wheeler|10213 N. St. Rd 135|Vallonia, IN|47281;$26,000.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$25,250.00;;;;;;;;;;;38.2107;-86.292
